Probe	Ensembl	chromosome_name
HIST1H2AK_IL2947063	ENSG00000184348	
EFNA5_IL2869880	ENSG00000184349	5
PKP3_IL3315802	ENSG00000184363	11
CSF1_IL2351063	ENSG00000184371	1
PLA2G6_IL3960388	ENSG00000184381	22
MAML2_IL3387537	ENSG00000184384	11
C21orf128_IL3933451	ENSG00000184385	21
SS18L1_IL3892456	ENSG00000184402	20
TOP1MT_IL3157385	ENSG00000184428	8
COPB2_IL2697792	ENSG00000184432	3
THAP7_IL3953865	ENSG00000184436	22
KNTC1_IL3435362	ENSG00000184445	12
CCR10_IL3758062	ENSG00000184451	17
WDR27_IL2985964	ENSG00000184465	6
TXNRD2_IL3952880	ENSG00000184470	22
PTP4A3_IL3118818	ENSG00000184489	8
PROS1_IL2685304	ENSG00000184500	3
HDDC3_IL3639007	ENSG00000184508	15
ZFP1_IL3668898	ENSG00000184517	16
CEND1_IL3358393	ENSG00000184524	11
DUSP8_IL3358854	ENSG00000184545	11
SOCS3_IL3772279	ENSG00000184557	17
LPAR5_IL3442137	ENSG00000184574	12
XPOT_IL3419807	ENSG00000184575	12
TMEM173_IL2877990	ENSG00000184584	5
PDE4B_IL2340529	ENSG00000184588	1
SNN_IL3648306	ENSG00000184602	16
NELL2_IL3451814	ENSG00000184613	12
KRBA2_IL3744410	ENSG00000184619	17
ZNF93_IL3826079	ENSG00000184635	19
SEPT9_IL3735847	ENSG00000184640	17
CDCA2_IL3090697	ENSG00000184661	8
ZBTB40_IL2324743	ENSG00000184677	1
HIST2H2BE_IL2434124	ENSG00000184678	1
GP1BB_IL3936951	ENSG00000184702	22
EIF4ENIF1_IL3957873	ENSG00000184708	22
RNLS_IL3299408	ENSG00000184719	10
ATL3_IL3376560	ENSG00000184743	11
NDUFA12_IL3466284	ENSG00000184752	12
TCTE3_IL2986127	ENSG00000184786	6
UBE2G2_IL3934652	ENSG00000184787	21
OSBP2_IL3942531	ENSG00000184792	22
TUSC5_IL3705748	ENSG00000184811	17
PRR16_IL2825907	ENSG00000184838	5
TMEM186_IL3679503	ENSG00000184857	16
SDR42E1_IL3701779	ENSG00000184860	16
RBM33_IL3033397	ENSG00000184863	7
PIGW_IL3719150	ENSG00000184886	
RBM43_IL2580943	ENSG00000184898	2
SUMO3_IL3934669	ENSG00000184900	21
JAG2_IL3581442	ENSG00000184916	14
FMNL1_IL3723378	ENSG00000184922	17
LCN12_IL3194986	ENSG00000184925	9
ZFP90_IL3666282	ENSG00000184939	16
NOC4L_IL3439013	ENSG00000184967	12
NDUFA6_IL3962260	ENSG00000184983	22
CHRM5_IL3588037	ENSG00000184984	15
SORCS2_IL2717253	ENSG00000184985	4
TMEM121_IL3554906	ENSG00000184986	14
SIVA1_IL3554396	ENSG00000184990	14
BRI3BP_IL3436544	ENSG00000184992	12
AP3M1_IL3295032	ENSG00000185009	10
CA13_IL3105506	ENSG00000185015	8
UBOX5_IL3895232	ENSG00000185019	20
MAFF_IL3945225	ENSG00000185022	22
BRF1_IL3581515	ENSG00000185024	14
SEMA4B_IL3607927	ENSG00000185033	15
CIB1_IL3638819	ENSG00000185043	15
SLC24A3_IL3878619	ENSG00000185052	20
ATXN7L1_IL3066496	ENSG00000185055	7
GTF2H5_IL2933522	ENSG00000185068	
INTS5_IL3375990	ENSG00000185085	11
FAM169B_IL3641112	ENSG00000185087	
RPS27L_IL3628469	ENSG00000185088	15
MANEAL_IL2330843	ENSG00000185090	1
ADSSL1_IL3554360	ENSG00000185100	14
FAF1_IL2412082	ENSG00000185104	1
NDNL2_IL3615556	ENSG00000185115	15
HSF1_IL3120358	ENSG00000185122	8
PHF10_IL2986084	ENSG00000185127	6
PURA_IL2831567	ENSG00000185129	5
INPP5J_IL3942766	ENSG00000185133	22
MIXL1_IL2383118	ENSG00000185155	1
MFSD6L_IL3744620	ENSG00000185156	17
LRRC37B_IL3717452	ENSG00000185158	17
DDX51_IL3478957	ENSG00000185163	12
SIGIRR_IL3357885	ENSG00000185187	11
NRBP2_IL3157844	ENSG00000185189	8
IFITM2_IL3315658	ENSG00000185201	11
TNFAIP2_IL3553531	ENSG00000185215	14
ZNF445_IL2671422	ENSG00000185219	3
PGBD2_IL2390518	ENSG00000185220	1
RAB11B_IL3819505	ENSG00000185236	19
PRMT3_IL3323443	ENSG00000185238	11
GP1BA_IL3707335	ENSG00000185245	17
PRPF39_IL3534201	ENSG00000185246	14
ZNF74_IL3937527	ENSG00000185252	22
RBM11_IL3914771	ENSG00000185272	21
ZBTB37_IL2367892	ENSG00000185278	1
CCDC137_IL3738110	ENSG00000185298	17
ARL15_IL2856634	ENSG00000185305	5
CDK10_IL3674303	ENSG00000185324	16
SOCS1_IL3680213	ENSG00000185338	16
TCN2_IL3942472	ENSG00000185339	22
GAS2L1_IL3941958	ENSG00000185340	22
ATP6V0A2_IL3436021	ENSG00000185344	12
PARK2_IL2983142	ENSG00000185345	6
C14orf80_IL3554868	ENSG00000185347	14
HGS_IL3738138	ENSG00000185359	17
C19orf10_IL3846900	ENSG00000185361	19
MAPK11_IL3965784	ENSG00000185386	22
SP140L_IL2531310	ENSG00000185404	2
TARSL2_IL3642390	ENSG00000185418	15
SMYD3_IL2464909	ENSG00000185420	1
METTL7A_IL3414739	ENSG00000185432	12
SH3BGR_IL3921442	ENSG00000185437	21
H2AFV_IL3639479	ENSG00000185442	15
TMEM179B_IL3333668	ENSG00000185475	11
GPRIN3_IL2777639	ENSG00000185477	4
PMCH_IL3468301	ENSG00000185480	12
STAC3_IL3458426	ENSG00000185482	12
ROR1_IL2339872	ENSG00000185483	1
MUC1_IL2437118	ENSG00000185499	1
C17orf70_IL3773980	ENSG00000185504	17
IRF7_IL3358174	ENSG00000185507	11
SV2B_IL3608638	ENSG00000185518	15
PDE6G_IL3774096	ENSG00000185527	17
PRKG1_IL3246888	ENSG00000185532	10
DLK1_IL3552083	ENSG00000185559	14
AHNAK2_IL3581221	ENSG00000185567	14
OLFML2A_IL3188883	ENSG00000185585	9
SP1_IL3415969	ENSG00000185591	12
MRPL40_IL3936887	ENSG00000185608	22
PCGF3_IL2714230	ENSG00000185619	4
PSMD13_IL3315549	ENSG00000185627	11
PBX1_IL2364677	ENSG00000185630	1
NDUFA4L2_IL3458400	ENSG00000185633	12
KRT79_IL3455890	ENSG00000185640	12
ZFP36L1_IL3569754	ENSG00000185650	14
UBE2L3_IL3938175	ENSG00000185651	22
BRWD1_IL3932148	ENSG00000185658	21
SYN3_IL3958475	ENSG00000185666	22
ZBTB3_IL3376121	ENSG00000185670	11
EP400_IL3438617	ENSG00000185684	12
PRAME_IL3954375	ENSG00000185686	22
C6orf201_IL2892800	ENSG00000185689	6
C16orf52_IL3652271	ENSG00000185716	16
DRG1_IL3942954	ENSG00000185721	22
ANKFY1_IL3741997	ENSG00000185722	17
ZNF696_IL3119516	ENSG00000185730	8
ADARB2_IL3273667	ENSG00000185736	10
IFIT1_IL3257246	ENSG00000185745	10
KCNQ5_IL2913277	ENSG00000185760	6
ADAMTSL5_IL3845263	ENSG00000185761	19
KCNIP4_IL2762944	ENSG00000185774	4
MORF4L1_IL3603532	ENSG00000185787	15
NLRP9_IL3871644	ENSG00000185792	19
DMWD_IL3865679	ENSG00000185800	19
PIGP_IL3931250	ENSG00000185808	21
IKZF1_IL3001479	ENSG00000185811	7
LRRC37A3_IL3767169	ENSG00000185829	17
C22orf29_IL3952825	ENSG00000185838	22
EVI2B_IL3752258	ENSG00000185862	17
THNSL1_IL3239380	ENSG00000185875	10
TRIM69_IL3592054	ENSG00000185880	15
ATP6V0C_IL3644887	ENSG00000185883	16
IFITM1_IL3315675	ENSG00000185885	11
LAMP1_IL3502570	ENSG00000185896	13
FFAR3_IL3830417	ENSG00000185897	19
C16orf54_IL3687232	ENSG00000185905	16
KLHDC8B_IL2622006	ENSG00000185909	3
SETD4_IL3930781	ENSG00000185917	21
RTN4RL1_IL3740770	ENSG00000185924	17
CALHM1_IL3304785	ENSG00000185933	10
RNPC3_IL2349345	ENSG00000185946	1
ZNF267_IL3657367	ENSG00000185947	16
IRS2_IL3525234	ENSG00000185950	13
C7orf61_IL3064024	ENSG00000185955	7
BICD2_IL3214984	ENSG00000185963	9
RASA3_IL3526831	ENSG00000185989	13
ZNF566_IL3860450	ENSG00000186017	19
ZNF529_IL3860552	ENSG00000186020	19
DLEU7_IL3514290	ENSG00000186047	13
AIDA_IL2457573	ENSG00000186063	1
CD300LF_IL3770361	ENSG00000186074	17
KRT5_IL3455186	ENSG00000186081	12
CYP2R1_IL3364095	ENSG00000186104	11
LRRC70_IL2811812	ENSG00000186105	5
ANKRD46_IL3146661	ENSG00000186106	8
PIP5K1C_IL3846316	ENSG00000186111	19
ZBTB6_IL3224437	ENSG00000186130	9
NUDT17_IL2432647	ENSG00000186141	1
WWOX_IL3669650	ENSG00000186153	16
CIDEC_IL2662435	ENSG00000186162	3
BCL9L_IL3393993	ENSG00000186174	11
POLR1D_IL3482977	ENSG00000186184	13
ZNRF1_IL3668834	ENSG00000186187	16
EDARADD_IL2386828	ENSG00000186197	1
CYP4F12_IL3823340	ENSG00000186204	19
KLHL32_IL2918037	ENSG00000186231	6
MKL2_IL3649052	ENSG00000186260	16
BTLA_IL2688717	ENSG00000186265	3
ZNF17_IL3843233	ENSG00000186272	19
KDM4D_IL3345340	ENSG00000186280	11
GPAT2_IL2565011	ENSG00000186281	2
TOR3A_IL2369484	ENSG00000186283	1
PPP1CC_IL3471374	ENSG00000186298	12
ZNF555_IL3816664	ENSG00000186300	19
GRXCR2_IL2879739	ENSG00000186314	5
BACE1_IL3393257	ENSG00000186318	11
RXRA_IL3193339	ENSG00000186350	9
ANKRD37_IL2754673	ENSG00000186352	4
C9orf47_IL3178545	ENSG00000186354	
PIAS3_IL2356300	ENSG00000186364	1
KRT10_IL3756523	ENSG00000186395	17
CD300E_IL3770345	ENSG00000186407	17
CCDC30_IL2332583	ENSG00000186409	1
FCAR_IL3841862	ENSG00000186431	19
KPNA4_IL2703217	ENSG00000186432	3
ZNF501_IL2620222	ENSG00000186446	3
ZNF660_IL2620150	ENSG00000186448	3
RPS23_IL2865050	ENSG00000186468	5
GNG2_IL3535628	ENSG00000186469	14
BTN3A2_IL2899298	ENSG00000186470	6
INSIG1_IL3033209	ENSG00000186480	7
MYT1L_IL2466822	ENSG00000186487	2
ZNF24_IL3803917	ENSG00000186496	18
TMEM222_IL2326954	ENSG00000186501	1
ARHGAP30_IL2440549	ENSG00000186517	1
SEPT10_IL2569908	ENSG00000186522	2
CYP4F3_IL3823304	ENSG00000186529	19
SMYD4_IL3740704	ENSG00000186532	17
FOXD2_IL2335172	ENSG00000186564	1
GPATCH8_IL3759186	ENSG00000186566	17
CEACAM19_IL3835675	ENSG00000186567	19
NF2_IL3942062	ENSG00000186575	22
C6orf1_IL2951057	ENSG00000186577	6
SPATC1_IL3119970	ENSG00000186583	8
UBE2H_IL3072276	ENSG00000186591	7
HPDL_IL2334314	ENSG00000186603	1
KATNA1_IL2978957	ENSG00000186625	6
ARAP1_IL3381241	ENSG00000186635	11
KIF24_IL3203935	ENSG00000186638	9
PDE2A_IL3381150	ENSG00000186642	11
LRRC16B_IL3529408	ENSG00000186648	14
ARHGAP8_IL3948259	ENSG00000186654	22
CNTF_IL3331730	ENSG00000186660	11
C17orf58_IL3768280	ENSG00000186665	17
BCDIN3D_IL3454147	ENSG00000186666	12
LYRM7_IL2828115	ENSG00000186687	5
BCR_IL3939183	ENSG00000186716	22
FSCN2_IL3738007	ENSG00000186765	17
ZNF397_IL3784468	ENSG00000186812	18
TPCN1_IL3432678	ENSG00000186815	12
LILRB4_IL3841621	ENSG00000186818	19
TNFRSF4_IL2391172	ENSG00000186827	1
HEXIM1_IL3723348	ENSG00000186834	17
PDZD7_IL3303683	ENSG00000186862	10
POFUT2_IL3934867	ENSG00000186866	21
MAPT_IL3723687	ENSG00000186868	17
TMEM17_IL2555830	ENSG00000186889	2
TNFRSF18_IL2391150	ENSG00000186891	1
RTN4RL2_IL3331262	ENSG00000186907	11
ZDHHC17_IL3423184	ENSG00000186908	12
ZNF395_IL3129304	ENSG00000186918	8
PPARA_IL3948953	ENSG00000186951	22
KANK3_IL3848907	ENSG00000186994	19
EMID1_IL3941848	ENSG00000186998	22
PKD1L3_IL3697933	ENSG00000187008	
RHD_IL2325877	ENSG00000187010	1
ESPN_IL2318257	ENSG00000187017	1
GPR141_IL2997789	ENSG00000187037	7
TMPRSS6_IL3959953	ENSG00000187045	22
TMEM216_IL3332913	ENSG00000187049	11
RPS19BP1_IL3961253	ENSG00000187051	22
PLCD1_IL2669488	ENSG00000187091	3
ENTPD5_IL3571667	ENSG00000187097	14
MITF_IL2628785	ENSG00000187098	3
HEATR4_IL3571436	ENSG00000187105	14
LILRA5_IL3870758	ENSG00000187116	19
AKR1C1_IL3232979	ENSG00000187134	10
MRPS21_IL2358153	ENSG00000187145	
RNF220_IL2333907	ENSG00000187147	1
KIAA1598_IL3308489	ENSG00000187164	10
H1FNT_IL3413456	ENSG00000187166	12
ZNF546_IL3833323	ENSG00000187187	19
TSPYL4_IL2970985	ENSG00000187189	6
MT1X_IL3662247	ENSG00000187193	16
GCNT1_IL3175494	ENSG00000187210	9
SESTD1_IL2589929	ENSG00000187231	2
FNBP1_IL3227159	ENSG00000187239	9
BCAM_IL3835777	ENSG00000187244	19
RSBN1L_IL3010030	ENSG00000187257	7
EPOR_IL3850859	ENSG00000187266	19
MAGI2_IL3058209	ENSG00000187391	7
RDM1_IL3753896	ENSG00000187456	
FPR3_IL3839920	ENSG00000187474	19
KCNJ11_IL3364869	ENSG00000187486	11
COL4A1_IL3525313	ENSG00000187498	13
PLEKHG7_IL3425983	ENSG00000187510	12
GJA4_IL4054405	ENSG00000187513	1
PTMA_IL2532021	ENSG00000187514	2
HSPA14_IL3236395	ENSG00000187522	10
SIRT7_IL3774385	ENSG00000187531	17
IFT140_IL3676002	ENSG00000187535	16
TLR5_IL4045381	ENSG00000187554	1
USP7_IL3679564	ENSG00000187555	16
NHLRC1_IL2944021	ENSG00000187566	6
DPPA3_IL3403414	ENSG00000187569	12
PLEKHN1_IL4053495	ENSG00000187583	1
TET3_IL2489071	ENSG00000187605	2
ZNF286A_IL3711700	ENSG00000187607	17
ISG15_IL4053534	ENSG00000187608	1
EXD3_IL4051619	ENSG00000187609	9
C17orf97_IL3705412	ENSG00000187624	17
ZKSCAN4_IL2947219	ENSG00000187626	6
B3GALTL_IL3484296	ENSG00000187676	13
TRPV2_IL3712062	ENSG00000187688	17
C2orf88_IL2520069	ENSG00000187699	2
DNAJB13_IL3340116	ENSG00000187726	11
GABRD_IL4054481	ENSG00000187730	1
SECISBP2_IL3178611	ENSG00000187742	9
SEMA4D_IL4051226	ENSG00000187764	9
DNAH17_IL3772437	ENSG00000187775	17
MCRS1_IL3453882	ENSG00000187778	12
FANCM_IL3534248	ENSG00000187790	14
ZNF70_IL3954866	ENSG00000187792	22
TMEM220_IL3745525	ENSG00000187824	17
HIST1H1C_IL2946232	ENSG00000187837	6
PLSCR3_IL3743701	ENSG00000187838	17
EIF4EBP1_IL4049862	ENSG00000187840	8
FAM122A_IL3173748	ENSG00000187866	9
SHISA7_IL3871459	ENSG00000187902	19
CLEC17A_IL3822849	ENSG00000187912	19
LCN10_IL3230371	ENSG00000187922	9
HSPG2_IL2400793	ENSG00000187942	1
PMS2CL_IL2989269	ENSG00000187953	7
CYHR1_IL3158697	ENSG00000187954	8
KLHL17_IL4053462	ENSG00000187961	1
UBXN10_IL2323899	ENSG00000187980	1
HIST1H2BJ_IL2946345	ENSG00000187990	
RINL_IL3861658	ENSG00000187994	19
C17orf99_IL3736204	ENSG00000187997	17
TPRG1_IL2657546	ENSG00000188001	3
MORN2_IL2478017	ENSG00000188010	2
ZNF490_IL3851514	ENSG00000188033	19
CLCN1_IL3029066	ENSG00000188037	7
ARL4C_IL2604390	ENSG00000188042	2
NXNL1_IL3854477	ENSG00000188051	19
RAB42_IL2327572	ENSG00000188060	1
EYS_IL2959596	ENSG00000188107	6
HDAC10_IL3965697	ENSG00000188130	22
HEPACAM2_IL3061484	ENSG00000188175	7
ZC3H6_IL2500722	ENSG00000188177	2
DCUN1D3_IL3683845	ENSG00000188215	16
ZNF793_IL3831945	ENSG00000188227	19
FAM166A_IL4051521	ENSG00000188229	9
AGAP6_IL3288013	ENSG00000188234	10
COMMD6_IL3518169	ENSG00000188243	13
RUFY4_IL2527548	ENSG00000188282	2
ZNF569_IL3860824	ENSG00000188283	19
HES4_IL4054690	ENSG00000188290	1
ZNF669_IL2465519	ENSG00000188295	1
C19orf35_IL3845833	ENSG00000188305	19
CENPP_IL3179359	ENSG00000188312	9
PLSCR1_IL2699726	ENSG00000188313	3
GTF2F2_IL3488094	ENSG00000188342	13
FAM92A1_IL3107151	ENSG00000188343	8
PAFAH1B3_IL3863576	ENSG00000188368	19
ZP3_IL3009441	ENSG00000188372	7
JAKMIP3_IL3271864	ENSG00000188385	10
CLEC2A_IL3443913	ENSG00000188393	12
SELL_IL2443450	ENSG00000188404	1
CERKL_IL2590452	ENSG00000188452	2
MYEF2_IL3622934	ENSG00000188467	15
H2AFX_IL3394183	ENSG00000188486	11
C19orf54_IL3862785	ENSG00000188493	19
C22orf34_IL3965102	ENSG00000188511	22
C15orf52_IL3619400	ENSG00000188549	15
NBR1_IL3722417	ENSG00000188554	17
RALGAPA2_IL3900091	ENSG00000188559	20
PAQR9_IL2699059	ENSG00000188582	3
SUMO2_IL3770632	ENSG00000188612	17
NANOS1_IL3266934	ENSG00000188613	10
LDOC1L_IL3963289	ENSG00000188636	22
CC2D2B_IL3259367	ENSG00000188649	10
IDO2_IL3095257	ENSG00000188676	8
PARVB_IL3947863	ENSG00000188677	22
TEKT4_IL2493746	ENSG00000188681	21
SLC4A5_IL2559849	ENSG00000188687	2
UROS_IL3311715	ENSG00000188690	10
ZNF738_IL3826542	ENSG00000188732	7
FSIP2_IL2519079	ENSG00000188738	2
NOXA1_IL4050590	ENSG00000188747	9
FZD9_IL3007829	ENSG00000188763	7
ZNF548_IL3843214	ENSG00000188785	19
ZDHHC11_IL2845474	ENSG00000188818	5
CNR2_IL4044363	ENSG00000188822	1
RPL14_IL3419471	ENSG00000188846	3
BEND4_IL2767295	ENSG00000188848	4
ZNF563_IL3851353	ENSG00000188868	19
FBF1_IL3771160	ENSG00000188878	17
ASTL_IL2565099	ENSG00000188886	2
FAM120AOS_IL3215245	ENSG00000188938	9
NOC2L_IL4054639	ENSG00000188976	1
HIST1H4D_IL2946319	ENSG00000188987	
ADAT2_IL2977471	ENSG00000189007	6
ZNF567_IL3831514	ENSG00000189042	19
NDUFA4_IL3038617	ENSG00000189043	7
ALKBH2_IL3470689	ENSG00000189046	12
FAM111B_IL3331903	ENSG00000189057	11
H1F0_IL3945006	ENSG00000189060	22
LITAF_IL3680434	ENSG00000189067	16
VSTM1_IL3870449	ENSG00000189068	19
TMEM120A_IL3057520	ENSG00000189077	7
SF3B3_IL3667281	ENSG00000189091	16
BLOC1S3_IL3836135	ENSG00000189114	19
ANKRD34B_IL2864584	ENSG00000189127	5
UBE2Q2P1_IL3636879	ENSG00000189136	15
CLDN4_IL3007960	ENSG00000189143	7
ZNF573_IL3861064	ENSG00000189144	19
HN1_IL3770606	ENSG00000189159	17
ZNF33A_IL3243078	ENSG00000189180	10
KRT77_IL3455752	ENSG00000189182	12
ZNF600_IL3869761	ENSG00000189190	19
TSPYL1_IL2971014	ENSG00000189241	6
GJB5_IL4054437	ENSG00000189280	1
FHIT_IL2678714	ENSG00000189283	3
FAM150B_IL2537171	ENSG00000189292	2
RRP7A_IL3962448	ENSG00000189306	22
LIN54_IL2775858	ENSG00000189308	4
FAM53B_IL3311269	ENSG00000189319	10
SLC35E2B_IL4044637	ENSG00000189339	1
FAM179A_IL2475348	ENSG00000189350	2
FMO1_IL2367050	ENSG00000189403	13
MMP23B_IL4042278	ENSG00000189409	1
NCR1_IL3841881	ENSG00000189430	19
BLOC1S2_IL3303392	ENSG00000196072	10
SYCP2_IL3912079	ENSG00000196074	20
PAX5_IL3205293	ENSG00000196092	9
ZNF846_IL3849549	ENSG00000196110	19
TDRD7_IL3181193	ENSG00000196116	9
KIAA0895L_IL3695450	ENSG00000196123	16
AKR1C3_IL3233049	ENSG00000196139	10
SPATS2L_IL2522094	ENSG00000196141	2
ZNF250_IL3159061	ENSG00000196150	8
ZNF79_IL3189837	ENSG00000196152	9
FAT4_IL2742581	ENSG00000196159	4
KIF19_IL3734292	ENSG00000196169	17
ZNF681_IL3857208	ENSG00000196172	19
ACADSB_IL3268588	ENSG00000196177	10
STK40_IL2406677	ENSG00000196182	1
TMEM63A_IL2458513	ENSG00000196187	1
SEMA4A_IL2361342	ENSG00000196189	1
MPHOSPH8_IL3480013	ENSG00000196199	13
GREB1_IL2469825	ENSG00000196208	2
SIRPB2_IL3894668	ENSG00000196209	20
RYR1_IL3832457	ENSG00000196218	19
SRGAP3_IL2662087	ENSG00000196220	3
FLOT1_IL2948587	ENSG00000196230	6
LCOR_IL3259631	ENSG00000196233	10
SUPT5H_IL3833040	ENSG00000196235	19
DNAJB7_IL3961699	ENSG00000196236	22
ZNF107_IL3004628	ENSG00000196247	7
PPIA_IL3000073	ENSG00000196262	7
ZNF471_IL3842768	ENSG00000196263	19
ZNF493_IL3826601	ENSG00000196268	19
GTF2IRD2B_IL3056656	ENSG00000196275	7
NIF3L1_IL2522509	ENSG00000196290	2
ATP2A1_IL3655060	ENSG00000196296	16
IARS_IL3214668	ENSG00000196305	9
POM121C_IL3007438	ENSG00000196313	7
ZBTB44_IL3398241	ENSG00000196323	11
HIST1H2BO_IL2900116	ENSG00000196331	
STK31_IL2993029	ENSG00000196335	7
CD55_IL2377229	ENSG00000196352	1
CPNE4_IL2695453	ENSG00000196353	3
ZNF565_IL3860315	ENSG00000196357	19
NTNG2_IL3192353	ENSG00000196358	9
LONP1_IL3847356	ENSG00000196365	19
C9orf163_IL3194395	ENSG00000196366	9
FUT4_IL3345142	ENSG00000196371	11
ASB13_IL3275042	ENSG00000196372	10
ZNF34_IL3159013	ENSG00000196378	8
ZNF781_IL3860999	ENSG00000196381	19
ZNF140_IL3439356	ENSG00000196387	12
INCA1_IL3742513	ENSG00000196388	17
ZNF774_IL3608095	ENSG00000196391	15
PTPN1_IL3888721	ENSG00000196396	20
EVL_IL3551566	ENSG00000196405	14
THEM5_IL2435323	ENSG00000196407	1
ZNF658_IL3206317	ENSG00000196409	
EPHB4_IL3064293	ENSG00000196411	7
PRTN3_IL3815223	ENSG00000196415	19
ZNF124_IL2465551	ENSG00000196418	1
NBPF22P_IL2818884	ENSG00000196427	1
TSC22D2_IL2647647	ENSG00000196428	3
ZNF777_IL3078597	ENSG00000196453	7
PIK3R4_IL2695200	ENSG00000196455	3
ZNF775_IL3031399	ENSG00000196456	7
ZNF605_IL3479519	ENSG00000196458	12
RFX8_IL2567669	ENSG00000196460	2
MYL6B_IL3417435	ENSG00000196465	12
ZNF443_IL3851493	ENSG00000196466	19
SIAH1_IL3690550	ENSG00000196470	16
C20orf96_IL3894098	ENSG00000196476	20
IPO4_IL3557851	ENSG00000196497	14
NCOR2_IL3476457	ENSG00000196498	12
PRPF40A_IL2581548	ENSG00000196504	2
GDAP2_IL2430370	ENSG00000196505	1
TPK1_IL3077766	ENSG00000196511	7
SLC6A9_IL2409507	ENSG00000196517	1
AFAP1_IL2759582	ENSG00000196526	4
NACA2_IL3765574	ENSG00000196531	12
TIAF1_IL3751323	ENSG00000196535	17
C17orf59_IL3744254	ENSG00000196544	17
MAN2A2_IL3608466	ENSG00000196547	15
MME_IL2648677	ENSG00000196549	3
CACNA1H_IL3643580	ENSG00000196557	16
SULF2_IL3908358	ENSG00000196562	20
LAMA2_IL2925237	ENSG00000196569	6
AJAP1_IL2317686	ENSG00000196581	1
XRCC2_IL3080283	ENSG00000196584	7
MYO6_IL2914070	ENSG00000196586	6
MKL1_IL3961496	ENSG00000196588	22
HDAC2_IL2970532	ENSG00000196591	6
ZNF782_IL3216529	ENSG00000196597	9
MMP1_IL3388807	ENSG00000196611	11
TCF4_IL3808854	ENSG00000196628	18
ACN9_IL3013952	ENSG00000196636	7
HRH1_IL2610707	ENSG00000196639	3
ZNF136_IL3821727	ENSG00000196646	19
GOLGA6L10_IL4039017	ENSG00000196648	
ZKSCAN5_IL3014855	ENSG00000196652	7
ZNF502_IL2620212	ENSG00000196653	3
TRAPPC4_IL3351775	ENSG00000196655	11
TECPR2_IL3553141	ENSG00000196663	14
ERI2_IL3683806	ENSG00000196678	16
TOMM7_IL3041260	ENSG00000196683	7
HSH2D_IL3823583	ENSG00000196684	19
TRPV1_IL3741456	ENSG00000196689	17
ZNF33B_IL3285926	ENSG00000196693	10
ZNF512B_IL3914230	ENSG00000196700	20
ZNF431_IL3826504	ENSG00000196705	19
NF1_IL3717052	ENSG00000196712	17
VKORC1L1_IL3005266	ENSG00000196715	7
ZNF418_IL3872542	ENSG00000196724	19
DAPK1_IL3177880	ENSG00000196730	9
HLA-DQA2_IL2903258	ENSG00000196735	6
COL27A1_IL3185976	ENSG00000196739	9
HIST1H2AI_IL2947040	ENSG00000196747	6
CD47_IL2687739	ENSG00000196776	3
OR52K1_IL3318136	ENSG00000196778	11
TLE1_IL3211579	ENSG00000196781	9
MAML3_IL2786732	ENSG00000196782	4
HIST1H2BJ_IL2946681	ENSG00000196787	6
STRN3_IL3559497	ENSG00000196792	14
ZNF239_IL3286343	ENSG00000196793	10
CHRNG_IL2532399	ENSG00000196811	2
ZSCAN16_IL2900269	ENSG00000196812	6
C6orf106_IL2951221	ENSG00000196821	6
ADA_IL3907011	ENSG00000196839	20
ARID5A_IL2494537	ENSG00000196843	2
PPTC7_IL3471300	ENSG00000196850	12
NHLRC2_IL3265047	ENSG00000196865	10
ZFP28_IL3842794	ENSG00000196867	19
SCN8A_IL3414969	ENSG00000196876	12
LAMB3_IL2453793	ENSG00000196878	1
HIST3H2BB_IL2384268	ENSG00000196890	1
KPNA5_IL2922840	ENSG00000196911	6
ARHGEF12_IL3352503	ENSG00000196914	11
SRGAP1_IL3419641	ENSG00000196935	12
CASP4_IL3389273	ENSG00000196954	11
AP2A1_IL3838886	ENSG00000196961	19
HIST1H3I_IL2899233	ENSG00000196966	
ZNF585A_IL3860737	ENSG00000196967	19
ANXA4_IL2487412	ENSG00000196975	2
WDR5B_IL2691973	ENSG00000196981	3
IGSF6_IL3684486	ENSG00000197006	16
ZNF138_IL3004665	ENSG00000197008	7
SERTAD1_IL3862640	ENSG00000197019	19
ZNF429_IL3826656	ENSG00000197020	19
ZNF398_IL3030448	ENSG00000197024	7
ANXA6_IL2881747	ENSG00000197043	5
ZNF441_IL3821377	ENSG00000197044	19
GMFB_IL3565361	ENSG00000197045	14
SIGLEC15_IL3786920	ENSG00000197046	18
ZNF420_IL3831698	ENSG00000197050	19
ZNF763_IL3821323	ENSG00000197054	19
ZMYM1_IL2329669	ENSG00000197056	1
MAFG_IL3774418	ENSG00000197063	17
ARRDC1_IL3195363	ENSG00000197070	9
IGF2R_IL2934308	ENSG00000197081	6
GAL3ST4_IL3063795	ENSG00000197093	7
DYNC1H1_IL3552847	ENSG00000197102	14
PCBP2_IL3416036	ENSG00000197111	12
ZGPAT_IL3893610	ENSG00000197114	20
SLC25A29_IL3579501	ENSG00000197119	14
PGAP1_IL2593407	ENSG00000197121	2
SRC_IL3884191	ENSG00000197122	20
ZNF682_IL3856075	ENSG00000197124	19
ACSL5_IL3264326	ENSG00000197142	10
RNASET2_IL2984884	ENSG00000197146	
LRRC8B_IL2345880	ENSG00000197147	1
ABCB8_IL3031754	ENSG00000197150	7
SND1_IL3022465	ENSG00000197157	7
